|links
922|https://blog.pagseguro.uol.com.br/golpe-emprego/
924|https://blog.pagseguro.uol.com.br/golpe-do-pix/#:~:text=Falsa Central de Atendimento,Pix para corrigir o problema.
926|https://www.metropoles.com/sao-paulo/nove-pessoas-sao-presas-por-aplicar-golpes-com-falsa-central-de-banco
928|https://www.hardware.com.br/tecnologia/golpe-da-falsa-central-telefonica-como-se-proteger-e-evitar-fraudes/
930|https://www1.folha.uol.com.br/tec/2025/01/entenda-como-criminosos-alteram-numero-em-identificador-de-chamada-e-se-passam-por-banco.shtml
932|https://canaltech.com.br/seguranca/como-se-proteger-do-golpe-da-falsa-central-telefonica/
936|https://borainvestir.b3.com.br/noticias/golpe-da-falsa-central-telefonica-e-o-mais-praticado-por-bandidos-saiba-o-que-fazer/
938|https://www.cnnbrasil.com.br/economia/financas/pix-receita-alerta-sobre-tentativa-de-golpe-com-falsa-cobranca-de-taxa/
940|https://www.cnnbrasil.com.br/nacional/sudeste/rj/saiba-quem-e-a-mulher-que-liderava-golpe-da-falsa-garota-de-programa-no-rj/
942|https://olhardigital.com.br/2024/11/24/seguranca/conheca-o-golpe-da-falsa-investigacao-e-como-se-proteger/
944|https://www.uol.com.br/tilt/noticias/redacao/2024/11/21/policia-operacao-golpe-banco.htm
946|https://www.cnnbrasil.com.br/nacional/policia-cumpre-92-mandados-contra-grupo-que-aplicava-golpe-da-falsa-central/
948|https://www.metropoles.com/distrito-federal/golpe-da-cnh-suspensa-detran-df-alerta-para-mensagens-falsas-por-sms
950|https://www.metropoles.com/sao-paulo/golpe-falso-advogado-engana-vitimas-taxa-judicial
952|https://www.infomoney.com.br/mercados/golpe-da-agencia-investigada-como-se-proteger-nova-fraude-bancaria/
954|https://www.estadao.com.br/sao-paulo/fraude-conta-idosos-policia-fecha-falsa-central-bancaria-especializada-golpes-nprm/
956|https://www.cnnbrasil.com.br/nacional/policia-desmantela-falsa-central-bancaria-que-dava-golpe-da-fraude-na-conta-em-idosos/
958|https://sejaefi.com.br/blog/golpe-da-falsa-central-de-atendimento
960|https://meubolso.mercadopago.com.br/golpe-da-falsa-central-de-atendimento
962|https://www.cnnbrasil.com.br/politica/stf-alerta-para-golpe-de-multa-falsa-sobre-uso-do-vpn-para-acessar-o-x/
964|https://www.uol.com.br/carros/noticias/redacao/2024/09/02/golpe-da-multa-falsa-bandidos-cobram-por-infracao-que-voce-nao-cometeu.htm
966|https://noticias.uol.com.br/ultimas-noticias/agencia-estado/2024/08/16/falsa-central-telefonica-usava-robos-para-golpes-em-medicos-e-dentistas-veja-como-funcionava.htm
968|https://blog.genialinvestimentos.com.br/golpe-da-falsa-central/
970|https://www.cnnbrasil.com.br/nacional/falsa-central-de-atendimento-bancario-22-pessoas-sao-presas-em-sp-e-sc/
972|https://www.sicredi.com.br/site/blog/seguranca/golpe-falsa-central/
974|https://www.jusbrasil.com.br/artigos/golpe-da-falsa-central-de-atendimento-como-funciona-e-como-se-proteger/2554385495
976|https://olhardigital.com.br/2024/06/13/seguranca/golpe-da-falsa-central-e-aprimorado-e-causa-grandes-prejuizos/
978|https://www.uol.com.br/tilt/noticias/redacao/2024/06/13/golpe-motoboy-cartao-celular-vitimas.htm
980|https://www.migalhas.com.br/quentes/409055/bb-indenizara-advogado-vitima-de-golpe-da-falsa-central-de-atendimento
982|https://www1.folha.uol.com.br/mercado/2024/06/bradesco-passa-a-notificar-sobre-risco-de-golpe-quando-cliente-abre-o-app-em-ligacao.shtml
985|https://canaltech.com.br/seguranca/itau-ganha-nova-defesa-contra-golpe-da-central-telefonica-falsa-287353/
987|https://einvestidor.estadao.com.br/ultimas/itau-tecnologia-golpe-da-falsa-central-telefonica/
989|https://olhardigital.com.br/2024/03/17/seguranca/golpe-do-0800-como-funciona-fraude-da-falsa-central/
991|https://www.opovo.com.br/noticias/tecnologia/2024/03/14/alo-e-o-golpe-da-falsa-central-conheca-fraude-e-medidas-de-protecao.html
993|https://www.metropoles.com/brasil/golpe-da-falsa-central-do-nubank-assusta-clientes-de-bancos-entenda
995|https://noticias.uol.com.br/ultimas-noticias/agencia-estado/2024/01/18/falsa-central-de-atendimento-aplicava-golpe-por-sms-diz-policia-de-sp.htm
997|https://www1.folha.uol.com.br/mercado/2023/12/pcc-e-comando-vermelho-investem-em-surto-de-golpes-no-whatsapp-e-da-falsa-central-telefonica.shtml
999|https://www.jusbrasil.com.br/artigos/as-instituicoes-financeiras-sao-responsaveis-pelos-prejuizos-decorrentes-do-golpe-da-falsa-central-telefonica/2043075215
1001|https://gizmodo.uol.com.br/concessao-de-0800-pode-ser-limitada-para-combater-golpe-da-central-falsa/
1003|https://www.infomoney.com.br/minhas-financas/golpe-do-0800-sms-de-falsa-central-dos-bancos-limpa-conta-de-correntistas-veja-o-que-fazer/
1008|https://www.tecmundo.com.br/seguranca/266461-golpe-falsa-central-atendimento-veja-nao-cair.htm
1010|https://www.temcaradegolpe.com.br/conteudo/golpe-da-falsa-central-de-atendimento/
1012|https://www.tudocelular.com/seguranca/noticias/n203476/nubank-da-dicas-de-como-se-proteger-do-golpe-da-falsa-central-de-atendimento.html
1014|https://blog.bb.com.br/golpe-0800/
1016|https://economia.uol.com.br/noticias/redacao/2023/01/09/valores-a-receber-golpe-promete-dinheiro-esquecido-em-nome-do-bc.htm
1018|https://midiamax.uol.com.br/cotidiano/consumidor/2022/golpe-do-falso-intermediario-vira-febre-em-anuncios-online-e-da-prejuizo-em-campo-grande/
1022|https://diariodonordeste.verdesmares.com.br/negocios/cliente-de-banco-perde-r-90-mil-em-golpe-da-falsa-central-de-atendimento-saiba-como-evitar-1.3286925
1024|https://www.uol.com.br/carros/noticias/redacao/2022/06/21/nao-e-so-fumaca-falsa-8-golpes-para-tomar-cuidado-ao-abastecer-no-posto.htm
1026|https://canaltech.com.br/seguranca/golpe-do-pix-banco-central-estuda-responsabilizar-bancos-por-contas-falsas-217790/
1028|https://www.migalhas.com.br/depeso/363951/os-golpes-e-a-responsabilidade-dos-bancos
1030|https://www.otempo.com.br/brasil/novo-golpe-na-praca-justica-alerta-sobre-envio-de-falsas-intimacoes-judiciais-1.2653655
1032|https://www.tecmundo.com.br/seguranca/233848-proteger-golpe-falsa-central-atendimento.htm
1034|https://blog.bb.com.br/golpe-falsa-central-de-atendimento/
1036|https://www.tecmundo.com.br/seguranca/232352-golpe-0800-criminosos-usam-falsa-central-roubar-cartoes.htm
1038|https://economia.uol.com.br/noticias/estadao-conteudo/2021/08/28/nao-ha-consenso-sobre-quem-deve-arcar-com-o-prejuizo.htm
1040|https://tiinside.com.br/02/07/2021/golpes-de-phishing-falsa-central-telefonica-e-falso-funcionario-de-banco-lideram-ranking-de-fraudes-diz-pesquisa/
1041|https://g1.globo.com/sp/ribeirao-preto-franca/noticia/2014/10/falsa-loja-virtual-faturou-r-3-milhoes-em-golpes-diz-policia-civil-em-franca.html
1043|https://g1.globo.com/al/alagoas/noticia/2013/03/golpe-de-estelionatarios-envia-boleto-com-falsa-cobranca-para-empresarios.html
1045|https://www.techtudo.com.br/noticias/2023/03/golpe-da-falsa-central-entenda-como-funciona-e-saiba-se-proteger.ghtml
1047|https://www.cnnbrasil.com.br/nacional/sudeste/sp/golpe-da-falsa-central-bancaria-nove-suspeitos-sao-presos-em-sp/
1049|https://g1.globo.com/go/goias/noticia/2023/06/03/golpe-da-falsa-central-de-atendimento-entenda-crime-em-que-golpistas-se-passam-por-policiais-para-pegar-dados-pessoais.ghtml
1051|https://g1.globo.com/tecnologia/noticia/2023/12/20/pix-copia-e-cola-falsa-central-telefonica-e-mais-os-golpes-virtuais-que-marcaram-2023.ghtml
1053|https://valorinveste.globo.com/objetivo/hora-de-investir/noticia/2024/02/22/golpe-da-falsa-central-de-atendimento-faz-vitima-perder-quase-r-200-mil-em-corretora.ghtml
1057|https://g1.globo.com/ma/maranhao/noticia/2025/04/12/conheca-o-golpe-da-falsa-central-de-atendimento-que-fez-vitimas-em-codo-no-maranhao.ghtml
1059|https://g1.globo.com/politica/noticia/2024/11/21/acao-cumpre-37-mandados-de-prisao-contra-quadrilha-suspeita-por-golpe-da-falsa-central-telefonica.ghtml
1061|https://g1.globo.com/go/goias/noticia/2024/11/21/operacao-cumpre-mandados-contra-grupo-suspeito-de-criar-falsa-central-de-banco-para-aplicar-golpes.ghtml
1065|https://g1.globo.com/ms/mato-grosso-do-sul/noticia/2022/07/23/homem-perde-r-67-mil-apos-cair-em-golpe-da-falsa-central-de-atendimento-de-banco-em-ms.ghtml
1067|https://g1.globo.com/jornal-nacional/noticia/2024/01/29/criminosos-criam-falsas-centrais-telefonicas-de-bancos-e-operadoras-de-cartao-para-aplicar-golpes.ghtml
1069|https://g1.globo.com/sp/santos-regiao/noticia/2024/10/11/trio-simulava-falsa-central-telefonica-e-aplicava-golpes-em-vitimas-de-sp-e-rj-entenda.ghtml
1071|https://g1.globo.com/sp/sao-paulo/noticia/2025/05/23/policia-descobre-central-do-golpe-via-sms-que-funcionava-em-apartamento-na-regiao-da-avenida-paulista.ghtml
1073|https://g1.globo.com/sp/santos-regiao/noticia/2023/02/27/justica-condena-banco-a-devolver-mais-de-r-27-mil-para-idoso-que-caiu-no-golpe-da-falsa-central-telefonica.ghtml
1075|https://g1.globo.com/jornal-nacional/noticia/2024/11/21/policiais-civis-de-seis-estados-fazem-operacao-contra-grupo-que-aplicava-golpe-de-falsa-central-telefonica.ghtml
1077|https://g1.globo.com/rs/rio-grande-do-sul/noticia/2024/03/03/falsa-call-center-golpistas-burlam-identificador-de-chamadas-e-se-passam-por-bancos-no-rs-saiba-como-se-proteger.ghtml
1079|https://www.estadao.com.br/economia/golpe-confirmacao-compra-falsa-central-de-atendimento-falso-funcionario-banco-saiba-o-que-e-como-evitar-nprei/
1081|https://g1.globo.com/tecnologia/noticia/2024/08/28/anatel-planeja-identificador-contra-golpes-por-ligacao-veja-como-vai-funcionar.ghtml
1083|https://www.cnnbrasil.com.br/nacional/sudeste/rj/manual-da-extorsao-policia-encontra-guia-para-golpe-da-falsa-garota-de-programa/
1085|https://valorinveste.globo.com/produtos/servicos-financeiros/noticia/2025/04/14/golpes-do-whatsapp-e-da-falsa-central-de-banco-lideram-lista-de-golpes-mais-aplicados-contra-clientes.ghtml
1089|https://g1.globo.com/mg/sul-de-minas/especial-publicitario/camara-de-extrema/acoes-e-trabalhos-da-camara-municipal-de-extrema/noticia/2024/03/15/procon-camara-alerta-sobre-golpe-da-falsa-central-de-atendimento-do-nubank.ghtml
1093|https://g1.globo.com/sp/piracicaba-regiao/noticia/2024/03/22/vitimas-de-piracicaba-caem-em-golpe-da-conta-de-luz-falsa-veja-como-funciona-e-se-previna.ghtml
1095|https://www.terra.com.br/economia/nao-caia-nessa/golpe-das-multas-falsas-preocupa-motoristas-saiba-como-identificar-fraude,c4e67abf942ad218735a3fd7f0d8b6011ctv62tf.html
1097|https://g1.globo.com/sp/sao-paulo/noticia/2024/10/23/grupo-e-preso-na-zona-oeste-de-sp-apos-ser-flagrado-em-falsa-central-telefonica-usada-para-aplicar-golpes.ghtml
1099|https://valorinveste.globo.com/educacao-financeira/noticia/2024/04/05/golpe-da-falsa-central-telefonica-veja-como-funciona-a-ferramenta-do-nubank.ghtml
1101|https://valor.globo.com/financas/noticia/2024/10/10/novo-golpe-na-praca-a-falsa-investigacao-de-agencias-bancarias.ghtml
1103|https://www.cnnbrasil.com.br/nacional/sudeste/rj/golpe-da-falsa-garota-de-programa-fez-mais-de-30-vitimas-no-rj-entenda-o-caso/
1105|https://g1.globo.com/ce/ceara/noticia/2024/06/11/advogado-que-perdeu-mais-de-r-100-mil-em-golpe-da-falsa-central-telefonica-sera-indenizado-por-banco.ghtml
1107|https://g1.globo.com/sp/sao-paulo/noticia/2025/06/11/policia-desmonta-central-do-golpe-bancario-na-zona-norte-de-sp-dois-suspeitos-sao-presos.ghtml
1112|https://g1.globo.com/politica/noticia/2025/05/07/fraude-no-inss-gera-onda-de-desinformacao-nas-redes-governo-alerta-para-golpes.ghtml
1116|https://www.cnnbrasil.com.br/nacional/brasil/operacao-mira-77-pessoas-por-golpe-do-falso-intermediario-em-4-estados/
1120|https://extra.globo.com/economia/noticia/2025/01/e-golpe-falsa-central-telefonica-segue-em-alta-e-itau-orienta-clientes.ghtml
1122|https://g1.globo.com/jornal-nacional/noticia/2025/04/12/mais-de-500-mil-brasileiros-sao-vitimas-de-golpes-bancarios-aplicados-por-celular-em-2024.ghtml
1124|https://www.terra.com.br/economia/golpe-dos-correios-saiba-como-identificar-nova-fraude-que-envolve-compras-feitas-pela-internet,81c67c04d0ba69a1e8cc840e10a037217qcc5v2o.html
1126|https://g1.globo.com/jornal-nacional/noticia/2025/05/31/golpe-da-falsa-defensoria-criminosos-se-passam-por-defensores-publicos-para-enganar-pessoas-vulneraveis.ghtml
1128|https://g1.globo.com/fantastico/noticia/2021/10/24/golpe-do-falso-intermediario-e-um-dos-mais-usados-no-mercado-de-compra-e-venda-de-carros-usados.ghtml
1130|https://g1.globo.com/fato-ou-fake/noticia/2025/06/11/e-fake-video-em-que-nikolas-ferreira-recomenda-falso-site-de-indenizacao-do-governo-federal-trata-se-de-golpe.ghtml
1132|https://www.terra.com.br/noticias/golpe-do-falso-atendente-atinge-clientes-do-nubank,7fc47097edb07097bd80370ba7b1f1aek5528nuc.html
1134|https://www.redetv.uol.com.br/jornalismo/redetvnews/videos/outros-videos/operacao-contra-falsa-central-telefonica-prende-14-suspeitos-de-golpes
1136|https://g1.globo.com/profissao-reporter/noticia/2023/11/23/a-gente-se-sente-muito-burro-diz-vitima-de-golpe-da-falsa-venda-de-carro.ghtml
1138|https://www.terra.com.br/diversao/carnaval/rio-de-janeiro/internautas-alertam-para-o-golpe-da-falsa-briga-em-blocos-de-rua-no-pre-carnaval-do-rj,f4b756a619e033c0da4893202fc32d5240ltmodt.html
1140|https://g1.globo.com/sp/sao-carlos-regiao/noticia/2025/03/31/golpe-de-r-21-milhoes-prefeitura-foi-alertada-por-empresa-sobre-possivel-fraude-dias-antes.ghtml
1142|https://g1.globo.com/fato-ou-fake/noticia/2024/10/24/e-fake-que-bradesco-ligue-para-pedir-senhas-ou-chave-pix-trata-se-de-golpe.ghtml
1144|https://g1.globo.com/fato-ou-fake/noticia/2025/04/30/e-fake-que-nubank-esteja-pagando-indenizacao-de-ate-r-10-mil-trata-se-de-golpe.ghtml
1146|https://oglobo.globo.com/economia/tecnologia/noticia/2024/04/04/nubank-lanca-chamada-verificada-no-aplicativo-contra-golpe-da-falsa-central-de-atendimento-veja-como-funciona.ghtml
1148|https://g1.globo.com/sp/sao-paulo/noticia/2025/01/25/policia-prende-acusado-de-aplicar-golpe-com-antena-que-dispara-milhares-de-sms-com-mensagem-falsa-de-cnh-suspensa.ghtml
1152|https://g1.globo.com/ma/maranhao/noticia/2024/10/09/operacao-mira-grupo-suspeito-de-criar-falsa-central-telefonica-de-banco-para-aplicar-golpes-em-imperatriz.ghtml
1154|https://g1.globo.com/empreendedorismo/noticia/2022/03/22/novo-golpe-manda-guia-falsa-do-simples-nacional-e-pede-pagamento-via-pix-alerta-receita-federal.ghtml
1156|https://g1.globo.com/fato-ou-fake/noticia/2025/04/25/e-fake-mensagem-que-promete-devolver-dinheiro-a-vitimas-de-fraude-no-inss-trata-se-de-golpe.ghtml
1158|https://www.terra.com.br/noticias/brasil/policia/foragida-suspeita-de-aplicar-golpe-da-falsa-garota-de-programa-ostentava-nas-redes-sociais-gosto-dessa-vida-cara,ce1f6cabf24e32c47f40c0806a23e5d1g6r7twpv.html
1160|https://oantagonista.com.br/economia/milhares-estao-caindo-sem-perceber-no-golpe-da-falsa-central/
1162|https://g1.globo.com/pr/parana/noticia/2023/07/04/mulher-que-se-passava-por-falsa-funcionaria-do-inss-para-aplicar-golpes-e-presa-prejuizo-das-vitimas-e-superior-a-r-500-mil-diz-policia.ghtml
1164|https://g1.globo.com/tecnologia/noticia/2024/11/22/golpe-da-cnh-como-se-proteger-de-mensagens-falsas-sobre-suspensao-da-carteira-de-motorista.ghtml
1166|https://g1.globo.com/mg/zona-da-mata/noticia/2025/02/27/colombianos-suspeitos-de-aplicar-golpe-com-rifa-falsa-sao-alvos-de-operacao-em-barbacena.ghtml
1168|https://g1.globo.com/jornal-nacional/noticia/2025/04/05/quadrilhas-aplicam-golpe-do-pix-sem-invadir-o-computador-roubar-senha-e-nem-ameacar-a-vitima.ghtml
1172|https://g1.globo.com/tecnologia/noticia/2022/02/02/golpe-no-instagram-usa-perfil-de-vitima-para-anunciar-ofertas-falsas-a-seguidores-veja-como-se-proteger.ghtml
1174|https://valor.globo.com/financas/noticia/2024/04/04/nubank-lana-funo-de-chamada-verificada-que-ajuda-a-combater-golpe-da-falsa-central-telefnica.ghtml
1176|https://g1.globo.com/politica/noticia/2025/05/22/operacao-em-quatro-estados-mira-golpistas-que-se-passavam-por-intermediarios-de-vendas-na-web.ghtml
1178|https://g1.globo.com/sp/ribeirao-preto-franca/noticia/2025/02/20/quadrilha-usava-inteligencia-artificial-para-aplicar-ate-r-200-mil-por-semana-em-golpes-digitais-no-interior-de-sp-diz-delegado.ghtml
1180|https://g1.globo.com/economia/tecnologia/noticia/2020/04/25/usuario-diz-que-sofreu-golpe-de-r-6-mil-de-entregador-de-comida-procon-notifica-empresas.ghtml
1182|https://g1.globo.com/rs/rio-grande-do-sul/noticia/2025/06/02/golpe-do-falso-investimento-fez-vitimas-perderem-ate-r-4-milhoes-no-rs-3-suspeitos-foram-presos.ghtml
1184|https://g1.globo.com/sp/piracicaba-regiao/noticia/2024/04/03/idosa-cai-em-golpe-do-falso-funcionario-de-banco-e-perde-r-19-mil-em-piracicaba-veja-fraudes-mais-comuns-e-como-se-proteger.ghtml
1186|https://g1.globo.com/rj/rio-de-janeiro/noticia/2024/12/14/suspeitos-de-aplicar-golpe-com-falsa-garota-de-programa-tinham-manual-da-extorsao-fala-que-e-cafetao-da-faccao.ghtml
1188|https://g1.globo.com/politica/noticia/2025/05/16/golpe-do-ressarcimento-do-inss-envia-mensagem-pedindo-pagamento-de-taxa-veja-video.ghtml
1190|https://lupa.uol.com.br/jornalismo/2025/03/21/deepfake-usa-video-de-lula-para-promover-golpe-da-falsa-indenizacao
1192|https://itajai.sc.gov.br/pt-br/pix-fraudado,-simulador/wz007g000003a4p.htm
1194|https://tribunademinas.com.br/colunas/maistendencias/cliente-sofre-golpe-do-pix-e-banco-e-condenado/
1196|https://tribunadonorte.com.br/natal/banco-e-condenado-a-indenizar-cliente-que-sofreu-golpe-do-pix-de-r-60-mil-em-natal/
1198|https://einvestidor.estadao.com.br/webstories/golpe-do-investimento-no-pix-como-funciona-e-como-evitar/
1200|https://www.migalhas.com.br/depeso/429516/golpe-via-pix-passo-a-passo-para-recuperar-seu-dinheiro
1202|https://blog.pagseguro.uol.com.br/como-cancelar-um-pix/
1204|https://www.em.com.br/emfoco/2025/04/27/recebeu-pix-por-engano-cuidado-voce-pode-estar-sendo-alvo-de-golpistas/
1206|https://www1.folha.uol.com.br/mercado/2025/04/golpes-do-pix-identificados-pelo-bc-sobem-80-e-somam-r-65-bi-em-2024.shtml
1208|https://www.band.uol.com.br/sala-digital/noticias/cresce-busca-golpe-pix-202504111533
1214|https://www.mojeek.com/search?q=Golpe%20do%20PIX&fmt=news
1215|https://noticias.uol.com.br/comprova/ultimas-noticias/2025/04/01/como-identificar-e-se-proteger-do-golpe-do-pix-errado.htm
1217|https://www1.folha.uol.com.br/colunas/mariaines/2025/03/golpe-do-pix-reverso-apela-a-honestidade-e-a-empatia.shtml
1219|https://f5.folha.uol.com.br/colunistas/outro-canal/2025/03/golpe-do-pix-apresentador-e-condenado-a-indenizar-record-por-desviar-dinheiro-de-doacoes.shtml
1221|https://www.metropoles.com/materias-especiais/golpe-pix-laranjas-mafia-chinesa
1223|https://www.uol.com.br/tilt/noticias/redacao/2025/02/13/fique-alerta-e-se-proteja-estes-sao-5-os-golpes-do-pix-mais-famosos.htm
1225|https://blog.pagseguro.uol.com.br/golpe-do-pix/
1227|https://economia.uol.com.br/noticias/redacao/2025/02/05/pedidos-de-reembolso-de-golpe-do-pix-saltam-98.htm
1229|https://veja.abril.com.br/economia/por-que-os-golpes-do-pix-vao-explodir-no-brasil-ate-2028-e-causar-perdas-bilionarias
1231|"https://economia.uol.com.br/noticias/estadao-conteudo/2025/01/21/golpes-com-pix-no-brasil-devem-chegar-a-r-11-bilhoes-em-2028-projeta-estudo.htm#:~:text=Segundo o relatório, denominado ""2024,por meios de pagamento instantâneos."
1233|https://www1.folha.uol.com.br/mercado/2025/01/golpes-com-pix-chegarao-a-r-11-bilhoes-ate-2028-diz-estudo.shtml
1235|https://www.infomoney.com.br/minhas-financas/novas-regras-do-pix-viram-alvo-de-golpe-por-criminosos-veja-que-cuidados-tomar/
1239|https://noticias.uol.com.br/cotidiano/ultimas-noticias/2024/12/18/reus-por-golpe-do-pix-aplicado-em-programa-de-tv-na-ba-tem-prisao-decretada.htm
1241|https://natelinha.uol.com.br/espelho-meu/2024/10/03/apresentador-ratinho-sofre-golpe-do-pix-e-perde-tudo-217461.php
1243|https://www.infomoney.com.br/minhas-financas/bancos-deverao-criar-alerta-de-golpe-do-pix-medida-entra-em-vigor-em-2025/
1245|https://economia.uol.com.br/noticias/estadao-conteudo/2024/09/18/bc-manda-bancos-criarem-alerta-de-golpe-do-pix-medida-entra-em-vigor-em-2025.htm
1247|https://www.tudocelular.com/mercado/noticias/n226110/pix-banco-central-ja-devolveu-r1bilhao-golpes-.html
1249|https://economia.uol.com.br/amp-stories/golpe-do-pix-devolvido-entenda-como-funciona-e-evite-cair.htm
1251|https://www.cnnbrasil.com.br/economia/macroeconomia/mais-r-1-bilhao-em-golpes-e-falhas-no-pix-ja-foram-devolvidos-por-meio-de-mecanismo-especial-do-bc/
1253|https://economia.uol.com.br/noticias/redacao/2024/09/10/bc-ja-devolveu-r-1-bilhao-a-vitimas-de-golpe-do-pix.htm
1255|https://einvestidor.estadao.com.br/educacao-financeira/golpe-do-pix-errado-como-nao-ser-enganado/
1257|https://gauchazh.clicrbs.com.br/seguranca/noticia/2024/08/golpes-do-pix-veja-quatro-dicas-para-nao-cair-cm01i3j4q000601av2mz95va1.html
1259|https://www.infomoney.com.br/minhas-financas/bancos-alertam-para-crescimento-do-golpe-do-pix-errado-saiba-como-se-proteger/
1261|https://www.tecmundo.com.br/seguranca/288341-bancos-explicam-funciona-golpe-pix-errado-entenda.htm
1263|https://www1.folha.uol.com.br/mercado/2024/08/entenda-como-funciona-o-golpe-do-pix-errado-e-veja-como-se-proteger.shtml
1265|https://www.tecmundo.com.br/seguranca/287972-golpes-pix-causaram-prejuizos-r-1-5-bilhao-2023.htm
1267|https://www1.folha.uol.com.br/mercado/2024/08/brasileiro-perdeu-r-15-bi-com-golpes-do-pix-em-2023-veja-como-se-prevenir.shtml
1269|https://www.cnnbrasil.com.br/economia/financas/veja-dicas-de-como-se-proteger-do-golpe-do-pix-errado/
1271|https://www.infomoney.com.br/minhas-financas/golpe-do-pix-errado-especialistas-veem-lacuna-de-informacao-e-duas-solucoes/
1273|https://olhardigital.com.br/2024/07/17/seguranca/golpe-do-pix-errado-como-funciona-e-saiba-se-proteger/
1275|https://agenciabrasil.ebc.com.br/economia/noticia/2024-07/entenda-o-golpe-do-pix-errado-e-saiba-como-nao-ser-enganado
1277|https://www.tecmundo.com.br/seguranca/284852-jogos-ganhar-dinheiro-via-pix-conheca-5-golpes-comuns.htm
1279|https://economia.uol.com.br/noticias/redacao/2024/06/03/golpes-pelo-celular-febraban.htm
1281|https://www.migalhas.com.br/depeso/407926/o-que-fazer-apos-ser-vitima-do-golpe-do-pix
1283|https://noticias.uol.com.br/ultimas-noticias/agencia-estado/2024/05/16/policia-do-rs-prende-trio-no-abc-paulista-suspeito-de-golpe-usando-contas-pix-do-estado-gaucho.htm
1285|https://noticias.uol.com.br/colunas/tales-faria/2024/05/06/como-fugir-do-golpe-do-pix-da-enchente-no-rs-governador-explicou-mal.htm
1287|https://natelinha.uol.com.br/amp/televisao/2021/10/04/reporter-do-mais-voce-ve-familia-cair-em-golpe-do-pix-revoltado-170540.php
1289|https://exame.com/negocios/fez-um-pix-e-descobriu-que-era-golpe-veja-como-recuperar-o-dinheiro/
1291|https://forbes.com.br/forbes-tech/2024/04/42-dos-brasileiros-ja-sofreram-com-golpe-do-pix/
1293|https://olhardigital.com.br/2024/02/03/seguranca/conheca-6-tipos-de-golpes-do-pix-como-funcionam-e-maneiras-de-se-proteger/
1296|https://www.uol.com.br/tilt/noticias/redacao/2023/12/20/golpe-pix-passo-a-passo-como-recuperar-dinheiro.htm
1298|https://www.uol.com.br/tilt/noticias/redacao/2023/11/13/gopix.htm
1300|https://www.infomoney.com.br/minhas-financas/foi-vitima-de-golpe-com-pix-conheca-ferramenta-do-banco-central-para-reaver-seu-dinheiro/
1302|https://economia.uol.com.br/noticias/redacao/2023/10/21/o-que-e-o-mecanismo-especial-de-devolucao-que-bloqueia-pix-de-golpes.htm
1304|https://oglobo.globo.com/google/amp/economia/defesa-do-consumidor/noticia/2023/10/11/veja-como-funciona-novo-golpe-do-pix-que-redireciona-transferencias-para-conta-de-bandidos.ghtml
1306|https://www.cnnbrasil.com.br/economia/macroeconomia/golpe-com-pix-saiba-quais-sao-os-casos-mais-comuns-e-como-se-proteger/
1308|https://www.metropoles.com/negocios/42-dos-usuarios-do-pix-ja-sofreram-tentativa-de-golpe-diz-estudo
1310|https://economia.uol.com.br/videos/?id=golpe-hackers-do-pix-invadem-celular-de-vitimas-04020E9A3160DCC96326
1312|https://www.migalhas.com.br/depeso/388177/caiu-no-golpe-do-pix-saiba-como-recuperar-o-seu-dinheiro
1314|https://www.moneytimes.com.br/caiu-no-golpe-do-pix-veja-o-que-fazer-para-ter-o-seu-dinheiro-de-volta/
1319|https://www.uol.com.br/tilt/noticias/redacao/2023/05/30/perdi-dinheiro-no-golpe-pix-e-agora.htm
1321|https://jc.ne10.uol.com.br/tags/golpe/
1323|https://exame.com/invest/minhas-financas/6-golpes-mais-comuns-com-o-uso-do-pix-veja-como-evitar/
1325|https://www.migalhas.com.br/depeso/381893/tudo-o-que-voce-precisar-sobre-o-golpe-do-pix
1327|https://olhardigital.com.br/2022/12/28/tira-duvidas/o-que-e-e-como-funciona-o-golpe-do-pix/
1329|https://exame.com/tecnologia/fraude-e-golpes-do-pix-conheca-as-tentativas-mais-comuns-dos-criminosos/
1331|https://economia.uol.com.br/noticias/redacao/2022/07/15/urubu-do-pix-golpe-redes-sociais.htm
1333|https://www.tudocelular.com/seguranca/noticias/n192802/urubu-do-pix-como-funciona-novo-golpe-whatsapp.html
1335|https://www.infomoney.com.br/minhas-financas/de-urubu-do-pix-ao-sequestro-relampago-veja-em-quais-casos-e-possivel-recuperar-dinheiro-perdido-em-golpes/
1337|https://www.tecmundo.com.br/seguranca/240840-urubu-pix-entenda-golpe-envolvendo-depositos-whatsapp.htm
1339|https://economia.uol.com.br/noticias/redacao/2022/06/15/golpe-do-pix-agendado-dicas-para-nao-cair.htm
1341|https://einvestidor.estadao.com.br/educacao-financeira/cai-no-golpe-pix-eagora/
1343|https://tecnoblog.net/especiais/todo-cuidado-e-pouco-como-cai-em-um-golpe-do-pix-mesmo-sendo-cauteloso/
1345|https://www.tecmundo.com.br/seguranca/237004-golpe-pix-responsabilidade-empresta-conta.htm
1347|https://www.tecmundo.com.br/seguranca/234109-pix-eu-devo-fazer-dinheiro-que-caiu-indevido-conta.htm
1349|https://canaltech.com.br/seguranca/6-golpes-do-pix-que-estarao-em-alta-em-2022-208484/
1351|https://canaltech.com.br/seguranca/golpes-no-pix-veja-como-funciona-as-duas-principais-abordagens-dos-criminosos-201998/
